restaurant name,rating,content,label,content_clean,Tokenized,predicted_subjectivity
Papa Jones BBQ and Grill,5,"Decent for a coffeeshop western. Cheap too. Despite long queue and only 1 uncle cooking, food come out fast and hot. 👍👍👍",1.0,Decent for a western Cheap too Despite long queue and only 1 uncle cooking food come out fast and hot  thumbsup thumbsup thumbsup,"[[('Decent', 'NNP'), ('for', 'IN'), ('a', 'DT'), ('western', 'JJ'), ('Cheap', 'NNP'), ('too', 'RB'), ('Despite', 'IN'), ('long', 'JJ'), ('queue', 'NN'), ('and', 'CC'), ('only', 'RB'), ('1', 'CD'), ('uncle', 'NN'), ('cooking', 'VBG'), ('food', 'NN'), ('come', 'VBN'), ('out', 'IN'), ('fast', 'RB'), ('and', 'CC'), ('hot', 'JJ'), ('thumbsup', 'NN'), ('thumbsup', 'NN'), ('thumbsup', 'NN')]]",0.6023809523809524
Xin Peng Chinese Restaurant,3,BBQ sticks taste great..,1.0,stick taste great,"[[('stick', 'JJ'), ('taste', 'NN'), ('great', 'JJ')]]",0.75
Guzman y Gomez - Novena Square,4,"Hi there,

I love your food and there's no doubt on the quality. But recent my 2 delivery orders missed one item each. Last time set menu fries was not packed and today chipotle mayo was not packed. While understanding busy delivery orders, it is important to ensure customers to receive what they have ordered. Would appreciate more attention to pack better next time. Thanks.",0.0,Hi there I love your food and there no doubt on the quality But recent my 2 delivery order one item each Last time set menu fry wa not and today wa not While understanding busy delivery order it is important to ensure customer to receive what they have ordered Would appreciate more attention to pack better next time Thanks,"[[('Hi', 'NNP'), ('there', 'EX'), ('I', 'PRP'), ('love', 'VBP'), ('your', 'PRP$'), ('food', 'NN'), ('and', 'CC'), ('there', 'EX'), ('no', 'DT'), ('doubt', 'NN'), ('on', 'IN'), ('the', 'DT'), ('quality', 'NN'), ('But', 'CC'), ('recent', 'JJ'), ('my', 'PRP$'), ('2', 'CD'), ('delivery', 'NN'), ('order', 'NN'), ('one', 'CD'), ('item', 'NN'), ('each', 'DT'), ('Last', 'JJ'), ('time', 'NN'), ('set', 'VBN'), ('menu', 'NN'), ('fry', 'NN'), ('wa', 'NN'), ('not', 'RB'), ('and', 'CC'), ('today', 'NN'), ('wa', 'VBP'), ('not', 'RB'), ('While', 'IN'), ('understanding', 'VBG'), ('busy', 'JJ'), ('delivery', 'NN'), ('order', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('important', 'JJ'), ('to', 'TO'), ('ensure', 'VB'), ('customer', 'NN'), ('to', 'TO'), ('receive', 'VB'), ('what', 'WP'), ('they', 'PRP'), ('have', 'VBP'), ('ordered', 'VBN'), ('Would', 'NNP'), ('appreciate', 'VB'), ('more', 'JJR'), ('attention', 'NN'), ('to', 'TO'), ('pack', 'VB'), ('better', 'JJR'), ('next', 'JJ'), ('time', 'NN'), ('Thanks', 'NNS')]]",0.37962962962962965
Springleaf Prata Place - Thongsoon,5,"This place serves the most innovative prata creations, as well as fantastic well-rounded normal pratas with delicious drinks.

Their pratas are always sweet, eggy and delicious, their curries a mild spicy, sweet, milky and full of flavour, their murtaburger is the bomb, their tandoori chicken murtabaks are always juicy and never dry, their poached egg hollandaise sauce and ham combo is delicious, their portobello mushroom and mozzarella cheese pratas defy all expectations while their briyani is soft, dripping with a melt in your mouth lamb shank.

If you don't have a quirk for crispy pratas, or a preference for spicy curries and just don't know where to go - this place has the quality and variety down pat. Their kopi cinos and the cinos are super yummy too.",1.0,This place serf the most innovative creation a well a fantastic normal with delicious drink Their are always sweet eggy and delicious their curry a mild spicy sweet milky and full of flavour their is the bomb their chicken are always juicy and never dry their egg hollandaise sauce and ham is delicious their mushroom and cheese defy all expectation while their is soft dripping with a melt in your mouth lamb shank If you dont have a quirk for crispy or a preference for spicy curry and just dont know where to go this place ha the quality and variety down pat Their kopi and the are super yummy too,"[[('This', 'DT'), ('place', 'NN'), ('serf', 'VBZ'), ('the', 'DT'), ('most', 'RBS'), ('innovative', 'JJ'), ('creation', 'NN'), ('a', 'DT'), ('well', 'RB'), ('a', 'DT'), ('fantastic', 'JJ'), ('normal', 'JJ'), ('with', 'IN'), ('delicious', 'JJ'), ('drink', 'VBP'), ('Their', 'PRP$'), ('are', 'VBP'), ('always', 'RB'), ('sweet', 'JJ'), ('eggy', 'NNS'), ('and', 'CC'), ('delicious', 'JJ'), ('their', 'PRP$'), ('curry', 'NN'), ('a', 'DT'), ('mild', 'JJ'), ('spicy', 'NN'), ('sweet', 'NN'), ('milky', 'NN'), ('and', 'CC'), ('full', 'JJ'), ('of', 'IN'), ('flavour', 'JJ'), ('their', 'PRP$'), ('is', 'VBZ'), ('the', 'DT'), ('bomb', 'NN'), ('their', 'PRP$'), ('chicken', 'NNS'), ('are', 'VBP'), ('always', 'RB'), ('juicy', 'NN'), ('and', 'CC'), ('never', 'RB'), ('dry', 'VB'), ('their', 'PRP$'), ('egg', 'NN'), ('hollandaise', 'NN'), ('sauce', 'NN'), ('and', 'CC'), ('ham', 'NN'), ('is', 'VBZ'), ('delicious', 'JJ'), ('their', 'PRP$'), ('mushroom', 'NN'), ('and', 'CC'), ('cheese', 'JJ'), ('defy', 'NN'), ('all', 'DT'), ('expectation', 'NN'), ('while', 'IN'), ('their', 'PRP$'), ('is', 'VBZ'), ('soft', 'JJ'), ('dripping', 'VBG'), ('with', 'IN'), ('a', 'DT'), ('melt', 'NN'), ('in', 'IN'), ('your', 'PRP$'), ('mouth', 'NN'), ('lamb', 'NN'), ('shank', 'NN'), ('If', 'IN'), ('you', 'PRP'), ('dont', 'VBP'), ('have', 'VB'), ('a', 'DT'), ('quirk', 'NN'), ('for', 'IN'), ('crispy', 'NN'), ('or', 'CC'), ('a', 'DT'), ('preference', 'NN'), ('for', 'IN'), ('spicy', 'NN'), ('curry', 'NN'), ('and', 'CC'), ('just', 'RB'), ('dont', 'VB'), ('know', 'VB'), ('where', 'WRB'), ('to', 'TO'), ('go', 'VB'), ('this', 'DT'), ('place', 'NN'), ('ha', 'VBZ'), ('the', 'DT'), ('quality', 'NN'), ('and', 'CC'), ('variety', 'NN'), ('down', 'RB'), ('pat', 'VB'), ('Their', 'NNP'), ('kopi', 'NN'), ('and', 'CC'), ('the', 'DT'), ('are', 'VBP'), ('super', 'JJ'), ('yummy', 'CD'), ('too', 'RB')]]",0.7034722222222222
KFC NTU,5,I love having my lunch here. the atmosphere is chill and the windows are bright. What a Beautiful day~ Thank you Phillip for giving me this strength. See you again!,1.0,I love my lunch here the atmosphere is chill and the window are bright What a Beautiful day Thank you for giving me this strength See you again,"[[('I', 'PRP'), ('love', 'VBP'), ('my', 'PRP$'), ('lunch', 'NN'), ('here', 'RB'), ('the', 'DT'), ('atmosphere', 'NN'), ('is', 'VBZ'), ('chill', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('window', 'NN'), ('are', 'VBP'), ('bright', 'VBN'), ('What', 'WP'), ('a', 'DT'), ('Beautiful', 'JJ'), ('day', 'NN'), ('Thank', 'NNP'), ('you', 'PRP'), ('for', 'IN'), ('giving', 'VBG'), ('me', 'PRP'), ('this', 'DT'), ('strength', 'NN'), ('See', 'NNP'), ('you', 'PRP'), ('again', 'RB')]]",0.7999999999999999
Papa Jones BBQ and Grill,4,"The breaded chicken cutlet is big and well fried but the meat is bland. The tenderness of pork ribs ($16.90) is decent, comes with garlic chilli sauce which is moderate sweet.

The corns are sweet. Curl fries are well fried. Fried rice and mashed potato are average. Coleslaw is watery and below average.

In general, the portion is huge and main dishes taste better above average. Quick fix in the neighbourhood area.",1.0,The chicken cutlet is big and well fried but the meat is bland The tenderness of pork rib 1690 is decent come with garlic sauce which is moderate sweet The corn are sweet Curl fry are well fried Fried rice and potato are average Coleslaw is watery and below average In general the portion is huge and main dish taste better above average Quick fix in the area,"[[('The', 'DT'), ('chicken', 'JJ'), ('cutlet', 'NN'), ('is', 'VBZ'), ('big', 'JJ'), ('and', 'CC'), ('well', 'RB'), ('fried', 'VBN'), ('but', 'CC'), ('the', 'DT'), ('meat', 'NN'), ('is', 'VBZ'), ('bland', 'IN'), ('The', 'DT'), ('tenderness', 'NN'), ('of', 'IN'), ('pork', 'NN'), ('rib', 'NN'), ('1690', 'CD'), ('is', 'VBZ'), ('decent', 'JJ'), ('come', 'NN'), ('with', 'IN'), ('garlic', 'JJ'), ('sauce', 'NN'), ('which', 'WDT'), ('is', 'VBZ'), ('moderate', 'JJ'), ('sweet', 'JJ'), ('The', 'DT'), ('corn', 'NN'), ('are', 'VBP'), ('sweet', 'JJ'), ('Curl', 'NNP'), ('fry', 'NN'), ('are', 'VBP'), ('well', 'RB'), ('fried', 'VBN'), ('Fried', 'NNP'), ('rice', 'NN'), ('and', 'CC'), ('potato', 'NN'), ('are', 'VBP'), ('average', 'JJ'), ('Coleslaw', 'NNP'), ('is', 'VBZ'), ('watery', 'JJ'), ('and', 'CC'), ('below', 'JJ'), ('average', 'NN'), ('In', 'IN'), ('general', 'JJ'), ('the', 'DT'), ('portion', 'NN'), ('is', 'VBZ'), ('huge', 'JJ'), ('and', 'CC'), ('main', 'JJ'), ('dish', 'JJ'), ('taste', 'NN'), ('better', 'RBR'), ('above', 'IN'), ('average', 'JJ'), ('Quick', 'JJ'), ('fix', 'NN'), ('in', 'IN'), ('the', 'DT'), ('area', 'NN')]]",0.5364583333333334
Semma Singapore,5,"It’s was my birthday treat at this restaurant. The food and the ambiance was fantastic!!! The dishes were different and so sooo delicious. I love the sambal stingray Bakar and mutton Satti sorru .
I must give a shout-out to staff Mathi for his great service and hospitality at seema . Thank you staff (Naren & mathi )of semma for allowing me to celebrate my birthday there at 12 mn giving us abit of time to clear up our food and drinks .
Thank you for your wishes too. The food, service & ambiance made my day.",1.0,It  ’ s wa my birthday treat at this restaurant The food and the wa fantastic The dish were different and so delicious I love the sambal stingray and mutton I must give a to staff for his great service and hospitality at Thank you staff of for me to celebrate my birthday there at 12 giving u of time to clear up our food and drink Thank you for your wish too The food service made my day,"[[('It', 'PRP'), ('’', 'VBZ'), ('s', 'JJ'), ('wa', 'IN'), ('my', 'PRP$'), ('birthday', 'JJ'), ('treat', 'NN'), ('at', 'IN'), ('this', 'DT'), ('restaurant', 'NN'), ('The', 'DT'), ('food', 'NN'), ('and', 'CC'), ('the', 'DT'), ('wa', 'NN'), ('fantastic', 'VBZ'), ('The', 'DT'), ('dish', 'NN'), ('were', 'VBD'), ('different', 'JJ'), ('and', 'CC'), ('so', 'RB'), ('delicious', 'JJ'), ('I', 'PRP'), ('love', 'VBP'), ('the', 'DT'), ('sambal', 'JJ'), ('stingray', 'NN'), ('and', 'CC'), ('mutton', 'NN'), ('I', 'PRP'), ('must', 'MD'), ('give', 'VB'), ('a', 'DT'), ('to', 'TO'), ('staff', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('great', 'JJ'), ('service', 'NN'), ('and', 'CC'), ('hospitality', 'NN'), ('at', 'IN'), ('Thank', 'NNP'), ('you', 'PRP'), ('staff', 'NN'), ('of', 'IN'), ('for', 'IN'), ('me', 'PRP'), ('to', 'TO'), ('celebrate', 'VB'), ('my', 'PRP$'), ('birthday', 'NN'), ('there', 'EX'), ('at', 'IN'), ('12', 'CD'), ('giving', 'VBG'), ('u', 'NN'), ('of', 'IN'), ('time', 'NN'), ('to', 'TO'), ('clear', 'VB'), ('up', 'RP'), ('our', 'PRP$'), ('food', 'NN'), ('and', 'CC'), ('drink', 'VB'), ('Thank', 'NNP'), ('you', 'PRP'), ('for', 'IN'), ('your', 'PRP$'), ('wish', 'JJ'), ('too', 'RB'), ('The', 'DT'), ('food', 'NN'), ('service', 'NN'), ('made', 'VBD'), ('my', 'PRP$'), ('day', 'NN')]]",0.7055555555555556
Ichikokudo Hokkaido Ramen,2,"I gave a 2star only because the sides of the Hokkai Seafood BBQ tasted off/sour.. (like those u will find in example: mixed veg rice the vegetables left for quite awhile it starts to go bad). The Ramen was good though.. Hope the team will conduct regular checks during their off peak..

Hi Sir/Mdm,

My visit was at 07/04/21 17:27 and table 56.

I just want to feedback for you and your team to take note as other customers might not be that understanding or forgiving.

Your food is good, don't let the good name be pulled down by these small areas..",2.0,I gave a 2star only because the side of the tasted like those u will find in example mixed rice the vegetable left for quite awhile it start to go bad The wa good though Hope the team will conduct regular check during their off peak Hi My visit wa at 070421 1727 and table 56 I just want to feedback for you and your team to take note a other customer might not be that understanding or forgiving Your food is good dont let the good name be down by these small area,"[[('I', 'PRP'), ('gave', 'VBD'), ('a', 'DT'), ('2star', 'CD'), ('only', 'RB'), ('because', 'IN'), ('the', 'DT'), ('side', 'NN'), ('of', 'IN'), ('the', 'DT'), ('tasted', 'VBN'), ('like', 'IN'), ('those', 'DT'), ('u', 'NNS'), ('will', 'MD'), ('find', 'VB'), ('in', 'IN'), ('example', 'NN'), ('mixed', 'JJ'), ('rice', 'NN'), ('the', 'DT'), ('vegetable', 'JJ'), ('left', 'NN'), ('for', 'IN'), ('quite', 'RB'), ('awhile', 'JJ'), ('it', 'PRP'), ('start', 'VB'), ('to', 'TO'), ('go', 'VB'), ('bad', 'JJ'), ('The', 'DT'), ('wa', 'NN'), ('good', 'JJ'), ('though', 'IN'), ('Hope', 'VBP'), ('the', 'DT'), ('team', 'NN'), ('will', 'MD'), ('conduct', 'VB'), ('regular', 'JJ'), ('check', 'NN'), ('during', 'IN'), ('their', 'PRP$'), ('off', 'RP'), ('peak', 'NN'), ('Hi', 'NNP'), ('My', 'NNP'), ('visit', 'NN'), ('wa', 'NN'), ('at', 'IN'), ('070421', 'CD'), ('1727', 'CD'), ('and', 'CC'), ('table', 'JJ'), ('56', 'CD'), ('I', 'PRP'), ('just', 'RB'), ('want', 'VBP'), ('to', 'TO'), ('feedback', 'VB'), ('for', 'IN'), ('you', 'PRP'), ('and', 'CC'), ('your', 'PRP$'), ('team', 'NN'), ('to', 'TO'), ('take', 'VB'), ('note', 'NN'), ('a', 'DT'), ('other', 'JJ'), ('customer', 'NN'), ('might', 'MD'), ('not', 'RB'), ('be', 'VB'), ('that', 'IN'), ('understanding', 'VBG'), ('or', 'CC'), ('forgiving', 'VBG'), ('Your', 'PRP$'), ('food', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('dont', 'NN'), ('let', 'VB'), ('the', 'DT'), ('good', 'JJ'), ('name', 'NN'), ('be', 'VB'), ('down', 'VBN'), ('by', 'IN'), ('these', 'DT'), ('small', 'JJ'), ('area', 'NN')]]",0.44158896658896657
Swatow Seafood,4,"Usually enjoy the century egg porridge, red bean banana and crystal dumplings here (not at our recent visit however). Find the other standard items - siew mai, har kao, char siew bao, liu sha bao, carrot cake - quite average. Not a fan of the egg tart (neither buttery nor flaky) or chee cheong fun (too thick).

We visited a few times in the last 2 years when they stopped push cart service. Now that they have resumed that, satisfaction has dropped somewhat. The fried items were dripping in oil. Given earlier experiences, will give it another shot before revising ratings downwards.",0.0,Usually enjoy the century egg porridge red bean banana and crystal dumpling here not at our recent visit however Find the other standard item char sha carrot cake quite average Not a fan of the egg tart neither buttery nor flaky or chee fun too thick We a few time in the last 2 year when they stopped push cart service Now that they have that satisfaction ha somewhat The fried item were dripping in oil Given experience will give it another shot before rating,"[[('Usually', 'RB'), ('enjoy', 'VBP'), ('the', 'DT'), ('century', 'NN'), ('egg', 'NN'), ('porridge', 'NN'), ('red', 'JJ'), ('bean', 'NN'), ('banana', 'NN'), ('and', 'CC'), ('crystal', 'NN'), ('dumpling', 'NN'), ('here', 'RB'), ('not', 'RB'), ('at', 'IN'), ('our', 'PRP$'), ('recent', 'JJ'), ('visit', 'NN'), ('however', 'RB'), ('Find', 'NNP'), ('the', 'DT'), ('other', 'JJ'), ('standard', 'JJ'), ('item', 'NN'), ('char', 'NN'), ('sha', 'NN'), ('carrot', 'NN'), ('cake', 'VBP'), ('quite', 'RB'), ('average', 'JJ'), ('Not', 'RB'), ('a', 'DT'), ('fan', 'NN'), ('of', 'IN'), ('the', 'DT'), ('egg', 'NN'), ('tart', 'NN'), ('neither', 'DT'), ('buttery', 'NN'), ('nor', 'CC'), ('flaky', 'JJ'), ('or', 'CC'), ('chee', 'JJ'), ('fun', 'NN'), ('too', 'RB'), ('thick', 'JJ'), ('We', 'PRP'), ('a', 'DT'), ('few', 'JJ'), ('time', 'NN'), ('in', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('2', 'CD'), ('year', 'NN'), ('when', 'WRB'), ('they', 'PRP'), ('stopped', 'VBD'), ('push', 'VB'), ('cart', 'JJ'), ('service', 'NN'), ('Now', 'RB'), ('that', 'IN'), ('they', 'PRP'), ('have', 'VBP'), ('that', 'DT'), ('satisfaction', 'NN'), ('ha', 'VBD'), ('somewhat', 'RB'), ('The', 'DT'), ('fried', 'JJ'), ('item', 'NN'), ('were', 'VBD'), ('dripping', 'VBG'), ('in', 'IN'), ('oil', 'NN'), ('Given', 'NNP'), ('experience', 'NN'), ('will', 'MD'), ('give', 'VB'), ('it', 'PRP'), ('another', 'DT'), ('shot', 'NN'), ('before', 'IN'), ('rating', 'NN')]]",0.23666666666666666
Shinjitsu Ramen @ AMK,2,"I'm really sorry but have to say quality is quite bad, broth tasteless, meat is hard. Got stomach-ache right after the food, terrible. Not worth the money.",0.0,really sorry but have to say quality is quite bad broth tasteless meat is hard Got right after the food terrible Not worth the money,"[[('really', 'RB'), ('sorry', 'JJ'), ('but', 'CC'), ('have', 'VBP'), ('to', 'TO'), ('say', 'VB'), ('quality', 'NN'), ('is', 'VBZ'), ('quite', 'RB'), ('bad', 'JJ'), ('broth', 'NN'), ('tasteless', 'JJ'), ('meat', 'NN'), ('is', 'VBZ'), ('hard', 'JJ'), ('Got', 'NNP'), ('right', 'NN'), ('after', 'IN'), ('the', 'DT'), ('food', 'NN'), ('terrible', 'JJ'), ('Not', 'RB'), ('worth', 'IN'), ('the', 'DT'), ('money', 'NN')]]",0.677721088435374
Malaysia Chiak! @ Centrepoint,1,"If there is a zero star, I will give that. Young man forgot my ckt orders when there are NO customers around. Collected my money and continue playing game till I check on him 15mins later.
Claypot rice prepare by the fat guy is so so. Not enough meat and lap chiong. Not fragrant compare to hawker centre.",0.0,If there is a zero star I will give that Young man forgot my order when there are NO customer around Collected my money and continue game till I check on him 15mins later rice prepare by the fat guy is so so Not enough meat and lap Not fragrant compare to hawker,"[[('If', 'IN'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('zero', 'NN'), ('star', 'NN'), ('I', 'PRP'), ('will', 'MD'), ('give', 'VB'), ('that', 'IN'), ('Young', 'NNP'), ('man', 'NN'), ('forgot', 'VBD'), ('my', 'PRP$'), ('order', 'NN'), ('when', 'WRB'), ('there', 'EX'), ('are', 'VBP'), ('NO', 'DT'), ('customer', 'NN'), ('around', 'RB'), ('Collected', 'NNP'), ('my', 'PRP$'), ('money', 'NN'), ('and', 'CC'), ('continue', 'VB'), ('game', 'NN'), ('till', 'NN'), ('I', 'PRP'), ('check', 'VBP'), ('on', 'IN'), ('him', 'PRP'), ('15mins', 'CD'), ('later', 'RB'), ('rice', 'NN'), ('prepare', 'NN'), ('by', 'IN'), ('the', 'DT'), ('fat', 'JJ'), ('guy', 'NN'), ('is', 'VBZ'), ('so', 'RB'), ('so', 'RB'), ('Not', 'RB'), ('enough', 'JJ'), ('meat', 'NN'), ('and', 'CC'), ('lap', 'NN'), ('Not', 'RB'), ('fragrant', 'JJ'), ('compare', 'NN'), ('to', 'TO'), ('hawker', 'VB')]]",0.325
Chirashi Sora,5,"We order shrimp, puffer fish (is sweet, I think kid probably like it alot) and salmon don . Value for money ☺️ look at the menu you might think it costly  , but the portion is huge(can share as 2pax), as you can see the unagi don 😁",1.0,We order shrimp puffer fish is sweet I think probably like it and salmon don Value for money  relaxed ️ look at the menu you might think it costly but the portion is share a 2pax a you can see the don  grin,"[[('We', 'PRP'), ('order', 'NN'), ('shrimp', 'VBD'), ('puffer', 'NN'), ('fish', 'NN'), ('is', 'VBZ'), ('sweet', 'JJ'), ('I', 'PRP'), ('think', 'VBP'), ('probably', 'RB'), ('like', 'IN'), ('it', 'PRP'), ('and', 'CC'), ('salmon', 'VB'), ('don', 'NN'), ('Value', 'NNP'), ('for', 'IN'), ('money', 'NN'), ('relaxed', 'VBN'), ('️', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('the', 'DT'), ('menu', 'NN'), ('you', 'PRP'), ('might', 'MD'), ('think', 'VB'), ('it', 'PRP'), ('costly', 'JJ'), ('but', 'CC'), ('the', 'DT'), ('portion', 'NN'), ('is', 'VBZ'), ('share', 'NN'), ('a', 'DT'), ('2pax', 'CD'), ('a', 'DT'), ('you', 'PRP'), ('can', 'MD'), ('see', 'VB'), ('the', 'DT'), ('don', 'NN'), ('grin', 'NN')]]",0.65
